312.943,3431.0357142857,26.2745098039,37,56.6727874585,1,53,15.2961428571,53,97,0,2.944800024,5.7058057598,0.7844117647,0.8668627451,0,OL - Not Ready,56.60859375,1,399.0004161899,56.614375,0.24839,5847.72,OL - Not Ready,28.2352941176,22.7450980392,56.84,39,29.4117647059,39,2.944800024,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.5490196078,No Fault,Off,No,0,1.0422
312.953,3434.5051020408,26.2745098039,37,56.5590323653,1,53,15.3114489796,53,97,0,2.944800024,5.7062605316,0.7902941176,0.8649019608,0,OL - Not Ready,56.61640625,1,399.0004161899,56.626875,0.248115,5849.52,OL - Not Ready,28.2352941176,22.7450980392,56.9232,39,29.4117647059,39,2.9423961057,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.5490196078,No Fault,Off,No,0,0.9756
312.964,3440.75,26.2745098039,37,56.4339017627,1,53,15.339,53,97,0,2.944800024,5.7067607805,0.7967647059,0.862745098,0,OL - Not Ready,56.625,1,399.0004161899,56.640625,0.2478125,5851.5,OL - Not Ready,28.2352941176,22.7450980392,57.0376,39,29.4117647059,39,2.9390907179,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.5490196078,No Fault,Off,No,0,1.041
312.973,3441.1911764706,26.2745098039,37,56.2746446321,1,53,15.3380196078,53,97,0,2.9436216327,5.7073974609,0.805,0.86,0,OL - Not Ready,56.640625,1,399.0004161899,56.651875,0.247565,5853.12,OL - Not Ready,28.2352941176,22.7450980392,57.1312,39,29.4117647059,39,2.9363863097,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.614379085,No Fault,Off,No,0,0.9824
312.984,3443.6176470588,26.2745098039,37,56.2746446321,1,53,15.332627451,53,97,0,2.9371404802,5.7080700933,0.8043877551,0.8612244898,0,OL - Not Ready,56.640625,1,399.0004161899,56.671875,0.247125,5856,OL - Not Ready,28.2352941176,22.7450980392,57.2456,39,29.4117647059,39,2.9330809219,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.704248366,No Fault,Off,No,0,1.0188
312.993,3445.6029411765,26.2745098039,37,56.2746446321,1,53,15.3282156863,53,97,0,2.931837719,5.7090790418,0.8034693878,0.8630612245,0,OL - Not Ready,56.6621492347,1,399.0004161899,56.68125,0.247045,5851.28,OL - Not Ready,28.2352941176,22.7450980392,57.36,39,29.4117647059,39,2.9297755341,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.7777777778,No Fault,Off,No,0,1.0014
313.003,3447.8088235294,26.2745098039,37,56.2746446321,1,53,15.3233137255,53,97,0,2.9259457622,5.7102000957,0.8024489796,0.8651020408,0,OL - Not Ready,56.686065051,1,399.0004161899,56.7046875,0.246845,5839.48,OL - Not Ready,28.0470588235,22.7450980392,57.2352,39,29.4117647059,39,2.9273716157,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,0.967
313.013,3452,26.2745098039,37,56.2746446321,1,53,15.314,53,97,0,2.9147510442,5.7113211496,0.8014285714,0.8671428571,0,OL - Not Ready,56.7099808673,1,399.0004161899,56.728125,0.246645,5827.68,OL - Not Ready,27.8117647059,22.7450980392,57.0792,38.9183673469,29.4117647059,39,2.9243667177,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,1.0276
313.023,3452.2193877551,26.2745098039,37,56.2746446321,1,53,15.3145102041,53,97,0,2.9147510442,5.712890625,0.8,0.87,0,OL - Not Ready,56.7578125,1,399.0004161899,56.7515625,0.246445,5815.88,OL - Not Ready,27.5764705882,22.7450980392,56.9232,38.7142857143,29.4117647059,39,2.9213618198,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,0.9686
313.034,3454.6326530612,26.2745098039,37,56.4370869053,1,53,15.320122449,53,97,0,2.9147510442,5.7133007813,0.7944,0.8637,0,OL - Not Ready,56.75625,1,399.0004161899,56.7890625,0.246125,5797,OL - Not Ready,27.3176470588,22.7450980392,56.7516,38.4897959184,29.4117647059,39,2.918056432,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,1.0496
313.044,3456.8265306122,26.2745098039,37,56.6691472955,1,53,15.3252244898,53,97,0,2.9147510442,5.7138867188,0.7864,0.8547,0,OL - Not Ready,56.740625,1,399.0004161899,56.7796875,0.245975,5797,OL - Not Ready,27.0588235294,22.7450980392,56.58,38.2857142857,29.4117647059,39,2.9147510442,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,0.9822
313.053,3458.8010204082,26.2745098039,37,56.8780016468,1,53,15.3298163265,53,97,0,2.9147510442,5.7144140625,0.7792,0.8466,0,OL - Not Ready,56.7265625,1,399.0004161899,56.7628125,0.245705,5797,OL - Not Ready,27.0588235294,22.7450980392,56.4552,38,29.4117647059,39,2.9123471258,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,1.0304
313.064,3462.75,26.2745098039,37,57.133268076,1,53,15.339,53,97,0,2.9147510442,5.7150585938,0.7704,0.8367,0,OL - Not Ready,56.709375,1,399.0004161899,56.7421875,0.245375,5797,OL - Not Ready,27.0588235294,22.7450980392,56.2836,38,29.4117647059,39.0588235294,2.909041738,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,1.0032
313.074,3463.485,26.2745098039,37,57.4349465833,1,53,15.3315,53,97,0,2.9138495748,5.7158203125,0.76,0.825,0,OL - Not Ready,56.6796875,1,399.0004161899,56.7234375,0.245075,5797,OL - Not Ready,27.0588235294,22.7450980392,56.1276,38,29.4117647059,39.1568627451,2.90603684,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,1.0012
313.084,3465.935,26.2745098039,37,57.4349465833,1,53,15.3065,53,97,0,2.9108446768,5.7165722656,0.7691,0.8313,0,OL - Not Ready,56.684375,1,399.0004161899,56.6953125,0.244625,5797,OL - Not Ready,27.0588235294,22.7450980392,55.9716,38,29.4117647059,39.2549019608,2.9030319421,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,1.024
313.093,3468.14,26.2745098039,37,57.4349465833,1,53,15.284,53,97,0,2.9081402686,5.7175390625,0.7808,0.8394,0,OL - Not Ready,56.7265625,1,399.0004161899,56.7153125,0.244725,5802.76,OL - Not Ready,27.0588235294,22.7450980392,55.8,38,29.4117647059,39.3431372549,2.8997265543,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,0.9774
313.104,3470.835,26.2745098039,37,57.4349465833,1,53,15.2565,53,97,0,2.9048348809,5.7187207031,0.7951,0.8493,0,OL - Not Ready,56.778125,1,399.0004161899,56.7703125,0.245,5818.6,OL - Not Ready,27.2,22.7450980392,56.0808,38,29.4117647059,39.5,2.9024309625,36.4705882353,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,1.0554
313.113,3475,26.2745098039,37,57.4349465833,1,53,15.214,53,97,0,2.8997265543,5.7196875,0.8068,0.8574,0,OL - Not Ready,56.8203125,1,399.0004161899,56.8153125,0.245225,5831.56,OL - Not Ready,27.3411764706,22.7450980392,56.3616,38,29.4117647059,39.4607843137,2.9051353707,36.5013456363,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,0.984
313.123,3475.4215686275,26.2745098039,37,57.4349465833,1,53,15.2189019608,53,97,0,2.90031575,5.7211914063,0.825,0.87,0,OL - Not Ready,56.9140625,1,399.0004161899,56.8653125,0.245475,5845.96,OL - Not Ready,27.4980392157,22.7450980392,56.6736,38,29.4117647059,39.362745098,2.9081402686,36.5782391388,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,1.0466
313.135,3477.9509803922,26.2745098039,37,57.5259506579,1,53,15.2483137255,53,97,0,2.9038509241,5.7207509957,0.8140196078,0.8598039216,0,OL - Not Ready,56.9171262255,1,399.0004161899,56.9453125,0.245875,5869,OL - Not Ready,27.6862745098,22.7450980392,57.048,38,29.4117647059,39.2450980392,2.9117461462,36.6705113418,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,0.9946
313.143,3479.637254902,26.2745098039,37,57.6169547325,1,53,15.2679215686,53,97,0,2.9062077068,5.7203105852,0.8030392157,0.8496078431,0,OL - Not Ready,56.9293811275,1,399.0004161899,56.9496017157,0.2458357843,5865.9411764706,OL - Not Ready,27.8431372549,22.7450980392,57.36,38,29.4117647059,39.1666666667,2.9147510442,36.7320261438,33.3333333333,25,0,0,0,0,157.703125,67.796875,12.9411764706,No Fault,Off,No,0,1.0244
313.153,3481.7450980392,26.2745098039,37,57.7307098258,1,53,15.2924313725,53,97,0,2.9091536852,5.719760072,0.7893137255,0.8368627451,0,OL - Not Ready,56.9446997549,1,399.0004161899,56.9603247549,0.2457377451,5858.2941176471,OL - Not Ready,27.7816224529,22.7450980392,57.2784313725,38,29.4117647059,39,2.9123942615,36.862745098,33.3333333333,25,0,0,0,0,157.70890625,67.796875,12.9411764706,No Fault,Off,No,0,1.0094
313.162,3485.75,26.2745098039,37,57.8330894097,1,53,15.339,53,97,0,2.9147510442,5.7192646101,0.7769607843,0.8253921569,0,OL - Not Ready,56.9584865196,1,399.0004161899,56.9699754902,0.2456495098,5851.4117647059,OL - Not Ready,27.7124183007,22.7450980392,57.1866666667,38,29.4117647059,39.0212765957,2.9097428809,36.862745098,33.3333333333,25,0,0,0,0,157.7609375,67.796875,12.9411764706,No Fault,Off,No,0,0.9764
313.173,3486.0208333333,26.2745098039,37.0208333333,58.0150975589,1,53,15.339,53,97,0,2.914438034,5.7183837891,0.755,0.805,0,OL - Not Ready,56.9921875,1,399.0004161899,56.9817708333,0.2455416667,5843,OL - Not Ready,27.6278354479,22.7450980392,57.0745098039,38,29.4117647059,39.1382978723,2.9065023046,36.862745098,33.3333333333,25,0,0,0,0,157.82453125,67.796875,12.9995828118,No Fault,Off,No,0,1.0388
313.184,3489,26.2745098039,37.25,58.0150975589,1,53,15.339,52.9781312127,97,0,2.9109949217,5.7183837891,0.7666326531,0.8117346939,0,OL - Not Ready,56.9921875,1,399.0004161899,57,0.245375,5830,OL - Not Ready,27.5432525952,22.7450980392,56.9623529412,38,29.4117647059,39.2553191489,2.9032617284,36.862745098,33.3333333333,25,0,0,0,0,157.888125,67.796875,13.0913642053,No Fault,Off,No,0,0.9798
313.194,3491.7083333333,26.2745098039,37.4583333333,58.0150975589,1,53,15.339,52.958250497,97,0,2.9078648197,5.7183837891,0.7860204082,0.8229591837,0,OL - Not Ready,56.9921875,1,399.0004161899,57.0012755102,0.2452933673,5828.612244898,OL - Not Ready,27.4509803922,22.7450980392,56.84,38,29.4117647059,39.3617021277,2.8997265543,36.862745098,33.3333333333,25,0,0,0,0,157.9921875,67.796875,13.1748018356,No Fault,Off,No,0,1.0604
313.203,3494.1458333333,26.2745098039,37.6458333333,58.0150975589,1,53,15.339,52.9403578529,97,0,2.9050477278,5.7183837891,0.8034693878,0.8330612245,0,OL - Not Ready,56.9921875,1,399.0004161899,57.0041454082,0.2451096939,5825.4897959184,OL - Not Ready,27.3960784314,22.7531012405,56.9128,38,29.4117647059,39.5,2.8976231257,36.862745098,33.3333333333,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,0.9878
313.213,3498.75,26.6666666667,38,58.0150975589,1,53,15.339,52.9204771372,97,0,2.8997265543,5.7183837891,0.8228571429,0.8442857143,0,OL - Not Ready,56.9921875,1,399.0004161899,57.0073341837,0.2449056122,5822.0204081633,OL - Not Ready,27.3176470588,22.8331332533,57.0168,37.8823529412,29.7347174164,39.5,2.8946182277,37.0934256055,33.4717416378,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,1.0526
313.224,3499.6519607843,27.4509803922,38,58.0150975589,1,53,15.3331176471,52.8986083499,97,0,2.9056185111,5.7183837891,0.85,0.86,0,OL - Not Ready,56.9921875,1,399.0004161899,57.0108418367,0.2446811224,5818.2040816327,OL - Not Ready,27.231372549,22.9211684674,57.1312,37.6666666667,30.3267973856,39.5,2.8913128399,37.5163398693,33.7254901961,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,1.0044
313.234,3501.9068627451,27.4509803922,38,57.9338764223,1,53,15.3184117647,52.8787276342,97,0,2.9203484032,5.7185375977,0.8395,0.86,0,OL - Not Ready,57.0396752451,1,399.0004161899,57.015625,0.244375,5813,OL - Not Ready,27.1529411765,23.0012004802,57.2352,37.4705882353,30.8650519031,39.5,2.8883079419,37.9008073818,33.9561707036,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,1.0044
313.244,3504.1617647059,27.8431372549,38,57.8178462272,1,53,15.3037058824,52.8588469185,97,0,2.9350782953,5.7187573242,0.8245,0.86,0,OL - Not Ready,57.5145526961,1,399.0004161899,57.2578125,0.246775,5889,OL - Not Ready,27.0588235294,23.137254902,57.36,37.2745098039,31.4033064206,39.5,2.8847020644,38.2852748943,34.1868512111,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,1.0286
313.253,3506.1911764706,29.8039215686,38,57.7134190516,1,53,15.2904705882,52.8409542744,97,0,2.9483351981,5.7189550781,0.811,0.86,0,OL - Not Ready,57.941942402,1,399.0004161899,57.69375,0.251095,6025.8,OL - Not Ready,28.7394957983,23.3882352941,62.37,37,32.1568627451,39.5,2.9555318026,38.8235294118,34.5098039216,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,0.9768
313.264,3510.25,32.1568627451,38,57.585785837,1,53,15.264,52.8190854871,97,0,2.9748490039,5.7191967773,0.7945,0.86,0,OL - Not Ready,58.464307598,1,399.0004161899,58.2265625,0.256375,6193,OL - Not Ready,31.3805522209,24.768627451,70.2428571429,37.7346938776,33.9335734294,39.193877551,3.0668356768,39.7839135654,35.3261304522,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,1.0608
313.274,3511.615,34.9019607843,38,57.4349465833,1,53,15.25806,52.7992047714,97,0,3.0568827188,5.7194824219,0.775,0.86,0,OL - Not Ready,59.4140625,1,399.0004161899,58.7109375,0.261175,6345,OL - Not Ready,33.781512605,26.0235294118,77.4,38.9591836735,36.8947579032,38.6836734694,3.1680210171,41.3845538215,36.6866746699,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,0.9888
313.284,3516.165,34.9019607843,38,57.4349465833,1,53,15.23826,52.7793240557,97,0,3.3303284353,5.7051269531,0.7848,0.8586,0,OL - Not Ready,59.4140625,1,399.0004161899,59.4375,0.268375,6573,OL - Not Ready,36.1824729892,27.2784313725,84.5571428571,40.1836734694,39.855942377,38.1734693878,3.2692063574,42.9851940776,38.0472188876,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,1.045
313.293,3520.26,39.2156862745,38,57.4349465833,1,53,15.22044,52.7614314115,97,0,3.5764295802,5.6866699219,0.7974,0.8568,0,OL - Not Ready,64.79296875,1,399.0004161899,61.78125,0.2839730392,6740.9215686275,OL - Not Ready,38.8235294118,29.4117647059,92.43,41.2857142857,42.5210084034,37.7142857143,3.3805102317,44.4257703081,39.2717086835,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,0.998
313.304,3525.265,43.9215686275,38,57.4349465833,1,53,15.19866,52.7395626243,97,0,3.8772198684,5.6641113281,0.8128,0.8546,0,OL - Not Ready,71.3671875,1,399.0004161899,68.2265625,0.3268676471,7202.7058823529,OL - Not Ready,50.8650519031,30.2191464821,124.8688235294,43,46.6666666667,37,4.1891813067,46.6666666667,41.1764705882,25,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,1.0184
313.314,3533,49.8039215686,38,57.4349465833,1,53,15.165,52.7196819085,97,0,4.3420775865,5.6436035156,0.8268,0.8526,0,OL - Not Ready,77.34375,1,399.0004161899,74.0859375,0.3658627451,7622.5098039216,OL - Not Ready,64.2445213379,32.9104190696,160.9119607843,46.9803921569,51.2418300654,35.4901960784,5.0877047234,49.6270665129,43.3294886582,25.5490196078,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,1.0068
313.323,3537.1176470588,57.6470588235,38,57.4349465833,1,53,15.1640196078,52.7017892644,97,0,4.6732055604,5.6169433594,0.845,0.85,0,OL - Not Ready,89.296875,1,399.0004161899,79.359375,0.4009583333,8000.3333333333,OL - Not Ready,76.2860438293,35.3325643983,193.3507843137,52.0980392157,57.1241830065,33.5490196078,5.8963757984,53.4332948866,46.0976547482,26.2549019608,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,0.9756
313.334,3559.7647058824,57.6470588235,38,57.1960608875,1,53,15.158627451,52.6799204771,97,0,6.4944094168,5.5528396906,0.737254902,0.7758823529,0,OL - Not Ready,89.296875,1,399.0004161899,89.3203125,0.46725,8714,OL - Not Ready,91.0034602076,38.2929642445,232.9982352941,58.3529411765,64.3137254902,31.1764705882,6.8847515568,58.0853517878,49.4809688581,27.1176470588,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,Off,No,0,1.0414
313.344,3580.3529411765,67.8431372549,38,56.8547956077,1,53,15.1537254902,52.6600397614,97,0,8.1500492862,5.4612630208,0.5833333333,0.67,0,OL - Not Ready,113.2421875,0.9703125,399.0004161899,98.8971875,0.5019,8749.12,OL - Not Ready,107.0588235294,43.137254902,276.25,64.0392156863,70.8496732026,29.0196078431,7.9629796568,62.3144944252,52.5567089581,27.9019607843,0,0,0,0,157.9921875,67.796875,13.3333333333,No Fault,On,No,0,0.988
313.354,3600.9411764706,80.7843137255,38,56.513530328,1,53,15.1488235294,52.6401590457,97,0,9.8056891557,5.3696863511,0.4294117647,0.5641176471,0.0175824176,OL - Not Ready,137.1875,0.940625,399.0004161899,122.839375,0.588525,8836.92,OL - Not Ready,109.8196078431,44.3450980392,266.6724,72,80,26,9.0207037471,68.2352941176,56.862745098,29,0,0,0,0,157.9921875,67.7965625,13.3333333333,No Fault,On,No,0,1.0554
313.364,3638,95.6862745098,38,56.1722650482,1,53,15.14,52.62027833,97,0,12.7858409207,5.2781096814,0.2754901961,0.4582352941,0.1054945055,OL - Not Ready,161.1328125,0.9109375,399.0004161899,146.7815625,0.67515,8924.72,OL - Not Ready,113.2705882353,50.3843137255,254.7004,75.6,82.4,25.04,10.3428588599,70.1176470588,60.2039215686,29.48,0,0,0,0,157.9921875,67.795,13.3333333333,No Fault,On,No,0,0.9884
313.374,3651.8617021277,99.6078431373,38,55.6944936566,1,53,15.1431489362,52.6003976143,97,0,12.8836599402,5.1499023438,0.06,0.31,0.1934065934,OL - Not Ready,209.0234375,0.8515625,399.0004161899,170.72375,0.761775,9012.52,OL - Not Ready,116.7215686275,56.4235294118,242.7284,81.6,86.4,23.44,11.6650139728,73.2549019608,65.7725490196,30.28,0,0,0,0,157.9921875,67.7934375,13.4039215686,No Fault,On,No,0,1.0286
313.384,3721.170212766,99.6078431373,38,55.6944936566,1,53,15.158893617,52.5805168986,97,0,13.3727550375,5.1265820313,0.1566,0.3724,0.2813186813,OL - Not Ready,209.0234375,0.8515625,399.0004161899,209.03125,0.900375,9153,OL - Not Ready,120.1725490196,62.462745098,230.7564,87.6,90.4,21.84,12.9871690856,76.3921568627,71.3411764706,31.08,0,0,0,0,157.9921875,67.791875,13.4823529412,No Fault,On,No,0,0.9908
313.394,3790.4787234043,99.6078431373,38,55.6944936566,1,53,15.1746382979,52.5606361829,97,0,13.8618501349,5.0877148438,0.3176,0.4764,0.4395604396,OL - Not Ready,217.390625,0.8515625,399.0004161899,212.4477040816,0.9052015306,9161.6530612245,OL - Not Ready,124.3137254902,73.3333333333,216.39,93.6,94.4,20.24,14.573755221,79.5294117647,76.9098039216,31.88,0,0,0,0,157.9921875,67.7890625,13.5607843137,No Fault,On,No,0,0.9936
313.404,3859.7872340426,99.6078431373,38,55.6944936566,1,53,15.1903829787,52.5407554672,97,0,14.3509452322,5.0488476563,0.4786,0.5804,0.6505494505,OL - Not Ready,225.7578125,0.8515625,399.0004161899,220.9888392857,0.9172678571,9183.2857142857,OL - Not Ready,123.481392557,73.4745098039,217.456122449,102,100,18,14.7062160301,83.9215686275,84.7058823529,33,0,0,0,0,158.00125,67.7890625,13.6392156863,No Fault,On,No,0,1.0102
313.414,3963.75,99.6078431373,38,55.6944936566,1,53,15.214,52.5208747515,97,0,15.0845878782,5.0099804688,0.6396,0.6844,1.7054945055,OL - Not Ready,234.125,0.8515625,399.0004161899,229.5299744898,0.9293341837,9204.9183673469,OL - Not Ready,122.4409763906,74.1803921569,218.7887755102,102,100,18.06,14.8717920414,83.9215686275,85.0823529412,33,0,0,0,0,158.0465625,67.7890625,13.7254901961,No Fault,On,No,0,0.9702
313.423,3984.7311320755,99.6078431373,38,55.6944936566,1,53,15.2159622642,52.5029821074,97,0,15.1480876092,4.9555664063,0.865,0.83,2.6549450549,OL - Not Ready,250.859375,0.8515625,399.0004161899,237.2169961735,0.9401938776,9224.387755102,OL - Not Ready,121.5046018407,74.8156862745,219.9881632653,102,100,18.15,15.0208104516,83.9215686275,85.6470588235,33,0,0,0,0,158.08734375,67.7890625,13.7254901961,No Fault,On,No,0,1.0548
313.434,4042.429245283,99.6078431373,38,56.3906748273,1,53,15.2213584906,52.4811133201,97,0,15.3227118694,4.9507617188,0.8722,0.8396,3.8153846154,OL - Not Ready,250.859375,0.8515625,399.0004161899,250.8828125,0.9595,9259,OL - Not Ready,120.3601440576,75.5921568627,221.4540816327,102,100,18.26,15.2029440641,83.9215686275,86.337254902,33,0,0,0,0,158.1371875,67.7890625,13.7254901961,No Fault,On,No,0,0.9736
313.443,4089.6367924528,99.6078431373,38,57.4349465833,1,53,15.2257735849,52.4632206759,97,0,15.4655862641,4.9435546875,0.883,0.854,5.7142857143,OL - Not Ready,255.45078125,0.8515625,399.0004161899,252.8840379902,0.9613529412,9244.9607843137,OL - Not Ready,119.2156862745,76.862745098,222.92,102,100,18.35,15.3850776766,83.9215686275,86.9019607843,33,0,0,0,0,158.21875,67.7890625,13.7254901961,No Fault,On,No,0,1.0392
313.454,4147.3349056604,99.6078431373,38,58.7112787296,1,53,15.2311698113,52.4413518887,97,0,15.6402105243,4.9347460938,0.8962,0.8716,5.7142857143,OL - Not Ready,261.0625,0.8515625,399.0004161899,258.3874080882,0.9664485294,9206.3529411765,OL - Not Ready,119.4232987313,76.8941176471,238.6011764706,102,100,18.5,15.4805273773,83.9215686275,87.8431372549,33,0,0,0,0,158.21875,67.7890625,13.7254901961,No Fault,On,No,0,0.9836
313.464,4241.75,99.6078431373,38,59.8715806808,1,53,15.24,52.421471173,97,0,15.9259593137,4.9267382813,0.9082,0.8876,5.7142857143,OL - Not Ready,266.1640625,0.8515625,399.0004161899,263.3904718137,0.9710808824,9171.2549019608,OL - Not Ready,119.6539792388,77.0509803922,256.0247058824,101.8846153846,100,18.4423076923,15.5865826002,83.9215686275,87.8883861237,33,0,0,0,0,158.21875,67.7890625,13.7254901961,No Fault,On,No,0,1.0134
