451.618,2856.6224489796,27.4509803922,29.5918367347,60.9158524369,15.3344081633,24,24,1,91,3.8674263539,5.6077441406,0.8404,0.865,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9625,0.3206691176,5939,66.0739889706,35.2941176471,23.5294117647,60.14,49,37.5,30.1960784314,3.859526322,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,39.6078431373,0,40.6328125,No,0.917
451.628,2865.5,27.4509803922,30,60.9158524369,15.314,24,24,1,91,3.8612939091,5.6081835938,0.8364,0.865,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9546875,0.3200808824,5939,66.1812193627,35.2941176471,23.5294117647,60.14,49,37.5384615385,30.1960784314,3.8565803436,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,39.6078431373,0,40.6328125,No,1.0044
451.638,2865.5,27.4509803922,30,60.9158524369,15.314,24,24,1,91,3.8612939091,5.6088867188,0.83,0.865,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.946875,0.3194926471,5939,66.2884497549,35.2941176471,23.5294117647,60.14,49,37.6346153846,30.1960784314,3.8536343652,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,39.6549019608,0,40.6328125,No,0.9254
451.648,2868.95,27.4509803922,30,60.9622645149,15.319,24,24,1,91,3.8522792151,5.6092382813,0.83,0.8642,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9375,0.318375,5939,66.4921875,35.2941176471,23.5294117647,60.14,49,37.7307692308,30.1960784314,3.8506883868,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,39.7333333333,0,40.6328125,No,0.9966
451.659,2872.745,27.4509803922,30,61.0898977295,15.3245,24,24,1,91,3.8423630518,5.6102050781,0.83,0.862,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9168198529,0.3182423469,5937.7346938776,66.4784757653,35.2941176471,23.5294117647,60.14,49,37.8365384615,30.1960784314,3.8462694192,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,39.8196078431,0,40.6328125,No,0.9378
451.669,2876.195,27.4509803922,30,61.2059279247,15.3295,24,24,1,91,3.8333483578,5.6110839844,0.83,0.86,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.8938419118,0.3175790816,5931.4081632653,66.4099170918,35.2018454441,23.5294117647,60.0305882353,49,38,30.1960784314,3.839199071,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,39.8980392157,0,40.6328125,No,0.9812
451.678,2882.75,27.4509803922,30,61.3103551003,15.339,24,24,1,91,3.8162204393,5.611875,0.83,0.8582,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.8731617647,0.3169821429,5925.7142857143,66.3482142857,35.0634371396,23.5294117647,59.8664705882,49,38,30.1960784314,3.8285935487,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,40,0,40.6350911458,No,0.9594
451.689,2883.1274509804,27.4509803922,30,61.4960034124,15.339,24,24,1,91,3.8156312436,5.61328125,0.83,0.855,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.8478860294,0.316252551,5918.7551020408,66.2727997449,34.8942714341,23.5294117647,59.6658823529,49,38,30.1960784314,3.8156312436,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,40,0,40.638671875,No,0.9422
451.699,2886.9019607843,27.4509803922,30,61.4960034124,15.339,24,24,1,91,3.8097392868,5.6135206036,0.8295098039,0.8559803922,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.8203125,0.315125,5908,66.15625,34.7404844291,23.5294117647,59.4835294118,49,38,30.1960784314,3.80384733,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,40,0,40.6419270833,No,0.9902
451.708,2890.2990196078,27.4509803922,30,61.4960034124,15.339,24,24,1,91,3.8044365257,5.61395144,0.828627451,0.857745098,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.80390625,0.3150808824,5910.2352941177,66.1758578431,34.5098039216,23.5294117647,59.21,49,38,30.1960784314,3.7861714595,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,40,0,40.6448567708,No,0.9314
451.718,2894.0735294118,27.4509803922,30,61.4960034124,15.339,24,24,1,91,3.7985445688,5.6144301471,0.8276470588,0.8597058824,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.78046875,0.3148602941,5921.4117647059,66.2738970588,34.5713187236,23.5294117647,59.3464705882,49,38,30.1960784314,3.7873498508,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,40,0,40.6484375,No,1.0098
451.731,2902,27.4509803922,30,61.4960034124,15.339,24,24,1,91,3.7861714595,5.6150524663,0.826372549,0.862254902,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.75,0.3145735294,5935.9411764706,66.4013480392,34.7712418301,23.5294117647,59.79,49,38,30.1960784314,3.7911796228,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,40,0,40.6484375,No,0.9382
451.739,2902,27.4509803922,30,61.4960034124,15.339,24,24,1,91,3.7861714595,5.6157226563,0.825,0.865,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.73125,0.3143970588,5944.8823529412,66.4797794118,34.8942714341,23.5294117647,60.0629411765,49,38,30.1960784314,3.7935364055,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,40,0,40.6484375,No,0.9914
451.749,2906.2,27.4509803922,30,61.4486441491,15.349,24,24,1,91,3.7891763575,5.6159020249,0.8217346939,0.8645918367,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.703125,0.314,5965,66.65625,35.0480584391,23.5294117647,60.4041176471,49,38,30.1960784314,3.7964823839,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,40,0,40.6484375,No,0.9546
451.758,2909.98,27.4509803922,30,61.3420858067,15.358,24,24,1,91,3.7918807656,5.6163056043,0.8143877551,0.8636734694,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.7533482143,0.3139693878,5964.1020408163,66.6364795918,35.2941176471,23.5294117647,60.95,49,38,30.1960784314,3.8011959494,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,40,0,40.6484375,No,0.963
451.769,2914.6,27.4509803922,30,61.2118478326,15.369,24,24,1,91,3.7951861534,5.616798868,0.8054081633,0.8625510204,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.8322704082,0.3136326531,5954.2244897959,66.419005102,35.1939924906,23.5294117647,60.87,49,38,30.1960784314,3.7973599094,37.2549019608,34.1176470588,153.7890625,0,0,0,25,0,Off,No Fault,40,0,40.6484375,No,0.9756
451.778,2923,27.4509803922,30,61.1052894901,15.389,24,24,1,91,3.8011959494,5.6172024474,0.7980612245,0.8616326531,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.8968431122,0.3133571429,5946.1428571429,66.2410714286,34.9687108886,23.5294117647,60.69,49,38,30.1960784314,3.7887288195,37.2549019608,34.1176470588,153.82515625,0,0,0,25,0,Off,No Fault,40,0,40.650625,No,0.9272
451.789,2923,27.4509803922,30,60.9158524369,15.389,24,24,1,91,3.8011959494,5.6179199219,0.785,0.86,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9757653061,0.3130204082,5936.2653061225,66.0235969388,34.6933667084,23.5294117647,60.47,49,38,30.1960784314,3.7781797095,37.2549019608,34.1176470588,153.881875,0,0,0,25,0,Off,No Fault,40,0,40.6540625,No,1.0014
451.799,2927.35,27.4509803922,30.2,60.9158524369,15.379,24,24,1,91,3.7921812554,5.6177368164,0.791,0.861,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,61.0546875,0.3125,5921,65.6875,34.4430538173,23.5294117647,60.27,49,38,30.1960784314,3.7685896096,37.2549019608,34.1176470588,153.9334375,0,0,0,25,0,Off,No Fault,40,0,40.6571875,No,0.931
451.808,2931.265,27.4509803922,30.38,60.9158524369,15.37,24,24,1,91,3.7840680309,5.6174072266,0.8018,0.8628,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,61.0240502451,0.3123921569,5922.7254901961,65.7095588235,34.1176470588,23.5294117647,60.01,49,38,30.1960784314,3.7561224796,37.2549019608,34.1176470588,153.97984375,0,0,0,25,0,Off,No Fault,40,0,40.66,No,1.0006
451.818,2935.615,27.4509803922,30.58,60.9158524369,15.36,24,24,1,91,3.7750533369,5.6170410156,0.8138,0.8648,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9857536765,0.3118529412,5931.3529411765,65.8198529412,34.1647058824,23.5294117647,60.1228,49,38,30.1960784314,3.7525166021,37.2549019608,34.1176470588,154.046875,0,0,0,25,0,Off,No Fault,40,0,40.6640625,No,0.9478
451.828,2944.75,27.4509803922,31,60.9158524369,15.339,24,24,1,91,3.7561224796,5.6166748047,0.8258,0.8668,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9474571078,0.3113137255,5939.9803921569,65.9301470588,34.2431372549,23.5294117647,60.3108,48.8571428571,38,30.1960784314,3.7465068061,37.2549019608,34.1176470588,154.046875,0,0,0,25,0,Off,No Fault,40,0,40.6640625,No,0.971
451.839,2944.75,27.4509803922,31,60.9158524369,15.339,24,24,1,91,3.7561224796,5.6160888672,0.845,0.87,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9053308824,0.3107205882,5949.4705882353,66.0514705882,34.3294117647,23.5294117647,60.5176,48.6326530612,38,30.1960784314,3.7398960305,37.2549019608,34.1176470588,154.046875,0,0,0,25,0,Off,No Fault,40.0480192077,0,40.6640625,No,0.9658
451.848,2949.7551020408,27.4509803922,31,61.008676593,15.339,24,24,1,91,3.7506032793,5.6166748047,0.8454,0.87,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.859375,0.30975,5965,66.25,34.4,23.5294117647,60.6868,48.4489795918,38,30.1960784314,3.7344872142,37.2549019608,34.1176470588,154.046875,0,0,0,25,0,Off,No Fault,40.1200480192,0,40.6640625,No,0.9254
451.859,2955.8724489796,27.4509803922,31,61.2639430222,15.339,24,24,1,91,3.7438575899,5.6182861328,0.8465,0.87,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.8848852041,0.309655,5965,66.2646875,34.5098039216,23.5294117647,60.95,48.2244897959,38,30.1960784314,3.7260734998,37.2549019608,34.1176470588,154.046875,0,0,0,25,0,Off,No Fault,40.2080832333,0,40.6640625,No,0.9778
451.868,2960.8775510204,27.4509803922,31,61.4727973734,15.339,24,24,1,91,3.7383383895,5.6196044922,0.8474,0.87,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9135841837,0.3092275,5965,66.33078125,34.5098039216,23.5294117647,60.902,48,38,30.1960784314,3.7224676222,37.2549019608,34.1176470588,154.046875,0,0,0,25,0,Off,No Fault,40.2801120448,0,40.6640625,No,0.9322
451.878,2972,27.4509803922,31,61.7048577637,15.339,24,24,1,91,3.7260734998,5.6210693359,0.8484,0.87,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9454719388,0.3087525,5965,66.40421875,34.5098039216,23.5294117647,60.822,48,38,30.1960784314,3.7164578263,37.2549019608,34.1176470588,154.046875,0,0,0,25,0,Off,No Fault,40.3921568627,0,40.6653380102,No,1.0086
451.888,2972,27.4509803922,31,62.076154388,15.339,24,24,1,91,3.7260734998,5.6234130859,0.85,0.87,0,OL - Not Ready,OL - Not Ready,399.0004161899,1,60.9773596939,0.3082775,5965,66.47765625,34.5098039216,23.5294117647,60.742,48,38,30.1960784314,3.7104480303,37.2549019608,34.1176470588,154.046875,0,0,0,25,0,Off,No Fault,40.3921568627,0,40.666932398,No,0.942
